id,keyword,text,lat,long,census,comp,category,LILATracts_1And10,county,target
5068,milk,"Today were pouring a couple kegs of MONKISH 7 FRUIT DIPA W/ CREAM. A Double IPA w/ pineapple, tangerine, peach, milk sugar, &amp; vanilla beans. 8.0% ABV (pours only, no ",33.84632624,-118.31024377,6037650901,-0.296,healthy,0,6037,1
4899,tofu,"I know #tofu texture isnt palatable for some but the crispy tofu nuggets in the Szechuan Tofu dish at @thecleverkoi could probably change their minds. My fave!!  {#greengoddess, ",33.356941,-111.7898449,4013422401,0.5916,healthy,1,4013,1
9492,brownies,"Have a sweet tooth? Have a full mouth of 'em? Well, Sweet Lisa @SWEETLi79983130 is sure to satisfy with their wide selection of cheesecakes, carrot cakes, macarons, brownies, pies, cookies, whoopie pies, cupcakes, &amp; more! Food Truck Festival at Fantasy Island is sure to be sweet! ",43.09045352,-79.05487061,36063021100,0.9687,unhealthy,0,36063,0
9405,quinoa,"I talked about having a go-to meal template a few posts back, and this is my lunchtime version of that. A big-ass salad with carbs (my Adrenal Reset Diet Quinoa!), protein (shredded ",33.5825,-112.23861111,4013071913,0.0,healthy,0,4013,1
483,cake,Fresh Ginger and Molasses Cake assembled! Cant wait to try it. Stay tuned for the verdict between molasses and treacle. (See previous ,34.0522,-118.243,6037207400,0.4926,unhealthy,0,6037,0
3846,cheese,"Grilled Cheese Brat - 1/3 lb brat, 1/4 lb cheese, pickled onions.  Come try this feature while it lasts! @ Restoration Brew Worx ",40.29965138,-83.06788063,39041010100,0.0,unhealthy,1,39041,0
2167,egg,"Well wish I could say I'm feeling better today, but not Really but I am eating  :)  
Egg white omelet with Zucchini, garlic,  Jalapenos, Avocado with 3oz Wild caught Salmon ",33.61140488,-112.14798688,4013104202,0.8225,healthy,0,4013,1
1315,chocolate,"Chris gets an orange UT cake for birthday celebrations, and I get dark chocolate Oreos! Thanks momma  @ Knoxville, Tennessee ",35.9642,-83.9179,47093000100,0.4926,unhealthy,0,47093,0
4774,chicken,"Yeah! #Nantucket
THE CHICKEN BOX

The Elovaters

The Elovaters - Meridian ft. The Late Ones

Hey TUESDAY ",41.27275914,-70.09165429,25019950200,0.3595,healthy,0,25019,1
5855,pizza,"For days when you just cant. 
#notvegan #notfoodprepped #nothealthy #dontcare @ Eddie's Pizza ",38.02065315,-121.29608984,6077003407,0.0,unhealthy,0,6077,0
4165,cheese,"If you're looking for work in #Vancouver, WA, check out this #SkilledTrade job via the link in our bio: Retail Cheese Specialist at DPI Specialty Foods",45.6387281,-122.6614861,53011041800,0.0,unhealthy,0,53011,0
5045,yogurt,"NEW ON OUR SHELF: @followyourheart Dairy Free Yogurt

Happy to have #FollowYourHeart #DairyFreeYogurt with #ProbioticCultures!

These @nongmoproject Verified yogurts have a ",34.113065,-118.15050490000002,6037480500,0.807,healthy,0,6037,1
1576,bread,"Panera Bread is hiring in Lexington, KY! Click the link in our bio to apply: Shift Supervisor #parttime #Hospitality",38.0045499,-84.5698877,21067004208,0.0,unhealthy,0,21067,0
1610,apple,Its Out Everywhere Right Now !!!!! Go Run Up Them Numbers First Single Off Me and @tayf3rd Joint Project #LostAtSea @ Home  of the Apple Music App ,34.30714386,-87.890625,1093964100,0.0,healthy,1,1093,1
474,celery,"A pretty salad I made yesterday #broccoli #slaw #tomatoes #peppers #celery #cucumber #kiwi #pomogranatevinegar #maplesyrup #blackpepper #himalayansalt @ Brooklyn, New York ",40.65,-73.95,36047082400,0.4939,healthy,0,36047,1
6140,broccoli,"Look what I found today at the bozemancoop !!!
.
Purple Sprouting Broccoli  
.
This beautiful vegetable is the colorful cousin of broccoli and resembles broccolini with its ",45.678,-111.0364,30031000800,0.6981,healthy,0,30031,1
5216,ice cream,"So its Joe to go, yo! (at @FrobiesCafe and Ice cream Parlor in Dracut, MA) ",42.67400981,-71.29446390000001,25017314301,0.0,unhealthy,0,25017,0
6063,pizza,"If you're looking for work in #Chittenango, NY, check out this #Hospitality job via the link in our bio: Pizza Cook at HMSHost",43.0960886,-75.84163520000001,36053940401,0.0,unhealthy,0,36053,0
7988,waffle,"Happy customers enjoying their Waffle-Dots!!!
Happening all day long at @vmarkstheshop !! 
Come get some fresh-made waffles &amp; celebrate V-Markss grand opening!!


#veganwaffles ",39.92604,-75.17172,42101003901,0.9429,unhealthy,0,42101,0
5293,pancake,"Last but not least, Food!!! Said hi to Chef johnfleer123 and company, sat alone at the chef's bar,(they just opened for dinner and have an open kitchen). Had a cabbage pancake. ",35.59396,-82.54982,37021000100,-0.5229,unhealthy,0,37021,0
1989,burger,Solid!! Best burger away from my house Ive had in a hot minute! #BestBurgerInFTWorth indeed! @ Kincaid's Hamburgers ,32.7377561,-97.3933116,48439102202,0.7887,unhealthy,0,48439,0
6295,grapes,Two Magic Bullets a day will make the heart aches go away. #Eat #Fruit #HealthyFood #Everyday #NoSugar #HealthyLiving #Apple #Banana #Orange #Pineapple #Grapes #Strawberry #Blueberry ,42.2014,-70.9456,25021422400,-0.25,healthy,0,25021,1
8886,orange,"Angelas product #obsession! 
Violet Toning Shampoo by Formula 18! 
Perfect for removing those unwanted yellow &amp; orange tones in your hair!
Available @ Panache! 



#formula18 ",34.687,-118.154,6037900703,0.6083,healthy,0,6037,1
7645,orange,"The #Commies! @ Port Orange, Florida ",29.119,-81.0029,12127082507,0.0,healthy,0,12127,1
2356,spinach,"Filtered water, baby spinach, frozen mixed berries, mandarin orange and a little Vitamineral Green @ Chimacum, Washington ",48.01181,-122.7714,53031950400,0.0,healthy,0,53031,1
5116,ice cream,"yeah, my taste buds are crazy. Green tea ice cream on a Nuttela glazed donut topped with coconut || Holey Cream #holeycreamnyc || #tastethisnyc @ Holey Cream ",40.76522,-73.98791,36061013300,-0.0516,unhealthy,0,36061,0
5797,eggplant,"Had a great time visiting the celebrationfarmersmarket this morning with jakeharperonline! We took home local honey, eggplant, romaine lettuce, blueberries, and some homemade sandwiches! ",28.31812198,-81.54065487,12097040803,0.6892,healthy,0,12097,1
121,bacon,The twirl of homemade garlic alfredo from bacchuswoodfired with bacon &amp; artichoke (2 sides your choice). A manageable $7 lunch portion size. @ Bacchus Wood-Fired ,42.7305,-73.6919,36083040700,0.0,unhealthy,0,36083,0
2609,butter,I had a pretty shitty day. But I took a ride and dropped the top and got myself a peanut butter chocolate milk shake. That part wasnt shitty at all. #silverlining #topdown ,40.57008556,-79.80125964,42003405000,-0.5994,unhealthy,0,42003,0
10098,peanut butter,Here's Your #Professional #Dog #Walker snacking on sum stacys cinnamon sugar flavor. Try them with jifbrand  jiff peanut butter to go! #veganfoodie #jiffpeanutbutter #stacyspitachips ,25.88001,-80.18563,12086001205,0.0,healthy,0,12086,1
2783,orange,"Sometimes you need a bit of coriander and Valencia orange peel in your life on a warm chillaxing Sunday! Always a favorite of mine, I was gifted this 5.4% of easy ",34.09444444,-118.2675,6037195400,0.7959,healthy,0,6037,1
1293,broccoli,"#nutrition #nutrients #cleaneating #sundaymealprep #focus 

So this is the final product and yes I did add steamed broccoli and steamed cauliflower to the mix if you haven't seen my other ",32.7774,-96.7977,48113020400,0.4019,healthy,1,48113,1
953,bagel,"Weve extended until 1:30pm, and will be picking winners for prizes at that time as well Hurry over if you want to enter and grab a bagel! 
.
.
.
#breakfast #breakfastonthego #thb ",39.39381325,-76.61815806,24005490605,0.8313,unhealthy,0,24005,0
1306,bread,"Panera Bread is looking for teammates like you. See our latest Cafe Hourly job openings, including ""Shift Supervisor"", via the link in our bio. #parttime #PompanoBeach, FL",26.2300425,-80.2530146,12011020322,0.3612,unhealthy,0,12011,0
6625,bacon,"Now I feel at home... eggs, bacon, peppers, spinach with cheese just a bit.. @ Newmanstown, Pennsylvania ",40.35083333,-76.2125,42075003000,0.0,unhealthy,0,42075,0
1446,vegetable,"Vegetable and Quinoa Wellington.

#instagood #foodphotography #foodporn #foodstagram #food #foodie #foodblogger #vsco #note9 #vscocamphotos #vegas #french #eiffeltower #vegetarian #nomnom ",36.11193,-115.1721,32003006700,0.0,healthy,0,32003,1
1483,cauliflower,"I'm a major fan of the buffalo cauliflower ""wings"" made at the Venice @erewhonmarket. I've created a similar version of this amazing dish and we pretty much eat it on the ",33.98970131,-118.46210003,6037273600,0.9001,healthy,0,6037,1
7220,burger,Sometimes ya just need a good Basic burger and fries.  #a1burger on Vernon.   #southcentralLaA   #burger #fries @ A1 Burger ,34.003890000000006,-118.32525,6037234300,0.4404,unhealthy,0,6037,0
1270,pizza,Just posted a video @ Little Italy's Pizza and Pints ,33.5005499,-86.79678,1073004500,0.0,unhealthy,0,1073,0
7816,chocolate,"Stop by core.goods today between 12pm and 3pm for a free tasting of our Bliss Bites. Plus, get an exclusive offer for this Easter.
.
#chocolate #handmade #gourmet #artisan #dessert #candy ",41.43465,-79.70828,42121200700,0.743,unhealthy,0,42121,0
1691,bread,"Want to work at Panera Bread? We're hiring in Overland Park, KS! Click the link in our bio for details on this job and more: Catering Coordinator #parttime #Catering",38.9270646,-94.7175895,20091053002,0.1511,unhealthy,0,20091,0
8231,pork,"Pork riblets with a brown sugar and seasoning rub, wrapped in foil and in the oven for 3 hours at 300.  Then out to debone the ribs and smother in barbecue sauce.  I still have 2 hours on ",26.6188,-80.1378,12099004819,-0.4215,healthy,0,12099,1
718,cherry,"Cherry blossoms, the kite festival and a beautiful day.  #cherryblossom #cherryblossomdc #kitefestival @ Washington Monument National Monument ",38.88992982,-77.03481568,11001006202,0.7964,healthy,0,11001,1
578,blueberry,"You don't have to be lactose intolerant to try this delish Blueberry softserve coconut base, it is amazing delicious (of course we also have the non fat version as well ",47.91081647,-122.21357448,53061041805,0.8625,healthy,0,53061,1
896,apple,"Did you know that they sell $1 bottles of the famous Apple cider/champagne used for New Years Eve at Dollar Tree? 

I was so shocked, I bought 4 of them.  @ ",40.80118977,-73.94771326,36061019000,-0.4572,healthy,0,36061,1
4794,chicken,omakase  bacon wrapped scallops  chicken hearts &amp; chicken gizzards    #foodporn #foodgasm #instafood #eatingfortheinsta #eatlifetothefullest #dailyfoodfeed #topcitybites #myfab5 ,37.5644347,-122.2700407,6081608004,0.0,healthy,0,6081,1
9829,meat,"@AirBusCa Tuna: Meat Where Mercury is The Main Attraction 

My chest itches now.",40.41516113,-86.8841948,18157000700,0.4588,healthy,0,18157,1
2974,chili,"VEGAN CHILI CHEESE FRIES  Comfort food at its purest! : @shmelissa @ Asheville, North Carolina ",35.5799,-82.5558,37021000900,0.4199,unhealthy,1,37021,0
8279,chips,"What a whirlwind of a week it has been. I honestly can't say I'm on my A game right now (last night I literally ate a bowl of chips for dinner, and I've had a glass of red wine nearly ",33.75828106,-84.37440109,13121002800,0.4588,unhealthy,0,13121,0
4824,chocolate,Heaven. #hersheychocolateworld @ Hershey's Chocolate World ,40.28810303,-76.66103125,42043024101,0.5106,unhealthy,0,42043,0
522,apple,#applecare  @ Apple Upper East Side ,40.7733519,-73.96454211,36061013000,0.0,healthy,0,36061,1
7742,orange,Right. Light orange flavors with a splash of chocolate. - Drinking an Ellicottville Platters Orange Chocolate Blonde by @EBCwny at @TBCbowling300   ,43.0072,-78.8626,36029007600,0.0,healthy,0,36029,1
5257,rice,Bang Bang Shrimp fried rice. @ HOT FOOD EXPRESS ,30.23217,-92.05172,22055000602,0.0,healthy,1,22055,1
1208,bread,"Another month another demo! We are BACK tomorrow on @wtnh making our favorite sides, strawberry corn bread with honey butter &amp; sea salt!  We are so lucky to make this ",41.3068302,-72.92168089,9009140100,0.802,unhealthy,0,9009,0
1363,melon,Bright tropical vibes with melon. Definitely dry hopped. Light body that goes down easy. - Drinking a Who Cooks For You by @jackieosbrewery @ Dave's Brew Symposium   ,41.6498,-81.3674,39085203200,0.8176,healthy,0,39085,1
7781,cake,"I can #bake a #cake...sort of @ Crescenta Highlands, La Crescenta, California ",34.24218768,-118.25408911,6037300301,0.0,unhealthy,0,6037,0
8193,chili,"It isnt often to find kohlrabi in our local cuisine, what a fab dish by @dan_kluger and @loringplacenyc combining Char sashimi with kholrabi, mint and sesame-chili oil. Great dish. ",40.73287,-73.99753,36061006300,0.7964,unhealthy,0,36061,0
1090,bread,Look at these beautiful pepperoni bread hot out of the oven look at the natural color flour water yeast and salt. Call 908-354-1887 639 South Broad Street Elizabeth @ Al ,40.64898,-74.21672,34039030702,0.7506,unhealthy,0,34039,0
3120,cake,"Gold drip cake with delicious macrons, gum balls, and chocolate bark! Deliciousness all in one cake!  #pieceofcakelafayette #lafayettelouisiana Lafayettebakery #cakesinlafayette #cake ",30.1711597,-92.0306168,22055001406,0.7955,unhealthy,0,22055,0
3440,fish,"Leftovers with my favorite vino!
 #potatoe #salad #broccoli #fish #fishfillet #italianfood #dinner #dinnertime #healthydinner #supper  #healthyfood #healthyeating #healthylife ",47.4811,-122.119,53033031903,0.5093,healthy,0,53033,1
4058,cherry,Great space at the mgmnationalharbor. In the lobby now gearing up for the next day at Course Faculty at the Cherry Blossom Seminar on Arthroscopy and Arthroplasty.  Many ,38.7989741,-77.0028305,24033801404,0.6369,healthy,0,24033,1
5131,chicken,That's some damn hot chicken . Got some kick to it indeed. Worth the visit. #hotchicken #nashville @ Hattie B's West ,36.15163415,-86.85081393,47037013400,-0.2023,healthy,0,47037,1
1533,nutella,Super delicious #nutella mousse from the gorgeous new location of @chocollazo!! #sanantonio #hemisfair @ Hemisfair ,29.42001576,-98.48712907,48029110100,0.9214,unhealthy,1,48029,0
6137,fish,A Western New York tradition. Fish fry on Friday night. #Lent #Spring @ Maple Haven Farms Rest ,42.34579766,-78.45441077,36009960800,0.0,healthy,0,36009,1
1411,cheese,The Juicy Lucy is one of the best inventions of all time. A burger with cheese INSIDE the patty? Fah'get about it.  #Foodies #foodie #foodadventures #livetoeat #foodiesofinstagram ,37.33435,-121.88965,6085500800,0.6369,unhealthy,0,6085,0
8251,chili,"Having lunch with myself.  The food is great, the company, excellent. :)

@wendys  #lunch #chili #frenchfries #yum #namesake @ Wendy's ",41.55571,-73.41812,9005253300,0.8957,unhealthy,0,9005,0
2614,butter,"""That's delicious... and I don't even like almond butter.""

-Satisfied customer at the National Heirloom Expo

Our sprouted almond butter is radically different ",36.97205,-122.026252,6087101000,0.1754,unhealthy,0,6087,0
2636,sugar,Its a Hei Hei cone! Raspberry sorbet on pineapple dole whip on a blue cone with sugar eyes and a comb on his head made of sour gummy strip! #heihei #moana ,28.41848004,-81.58297983,12095017103,0.0,unhealthy,0,12095,0
8732,ice cream,"Finally made to Panama City Beach this evening. We got ice cream with Jess sister and her family and ran into our friends from Cummings Elementary, the Nahs ",30.20476,-85.85696999999999,12005002704,0.4767,unhealthy,0,12005,0
8113,fruit,"TOMATOES
.
Fruit or vegetable?
.
Im here to help you answer that question once and for all.
.
On wikipedia, its described as follows:
.
Botanically, a tomato is a fruit.
.
However, ",37.3376,-121.8865,6085500901,0.4019,healthy,0,6085,1
2664,butter,Wow - Drinking a Peanut Butter and Chocolate Stout by The Eighth State Brewing Company/@LCBrewery at @StateEighth   ,34.8387,-82.4067,45045000500,0.6705,unhealthy,1,45045,0
9565,ramen,We are going to have Happy Hour Lunch Specials starting April 1st at our DTLA and Redondo Beach locations! Why dont you come down!? #rakkan #ramen #rakkanramen #redondo #beach ,33.830982,-118.38519,6037621324,0.6467,unhealthy,0,6037,0
1062,kale,"HEALTHY. As in, healthy pour of tequila to complement the kale, lime, agave and cucumber. A delightful day drink at the adorable West Village restaurant whilewewereyoungnyc. @ While We ",40.73437,-74.00272,36061007300,0.9206,healthy,0,36061,1
864,cherry,"Springtime in the Rose City is in full bloom, The Cherry trees are popping along the waterfront                 #herecometheallergies @ Portland, Oregon ",45.518237,-122.678249,41051010600,0.0,healthy,0,41051,1
414,cherry,"UFC Nashville, Grand Ole Opry, first time seeing cherry blossoms, rooftop bars.. our Nashville trip was a success! @ Nashville, Tennessee ",36.165,-86.78388889,47037019500,0.7901,healthy,0,47037,1
1735,fish,"Unexpected date night! @ The Fish Market in Old Town Alexandria, VA ",38.80447482,-77.04058406,51510201900,0.0,healthy,0,51510,1
4830,chicken,"Blue apron chicken bake... yum! #blueapron #homechef #casserole #chicken #dinner @ Vashon, Washington ",47.4161,-122.468,53033027702,0.0,healthy,0,53033,1
4439,lamb,"Come in tonight and try this seared lamb loin with sweetbreads, swiss chard, black olives, and pickled cabbage pure. See you here! #rgv #mcallen #springmenu @ El Divino Dining &amp; Cocktails ",26.24846443,-98.22312949,48215020804,0.0,healthy,0,48215,1
6833,bread,"This job is now open at Panera Bread in City Of Industry, CA. Follow us and turn on mobile alerts to hear about jobs like these as soon as they're posted: Restaurant Associate Line Cook #parttime #LineCook",33.99129620000001,-117.9246015,6037408211,0.3612,unhealthy,0,6037,0
3407,apple,"""Life.  This morning the Sun made me adore it. It had behind the dripping pine trees the orange brightness and crimson of a living being, a rose and an apple,  in the physical and ideal ",39.7333,-104.983,8031002701,0.8625,healthy,0,8031,1
7821,orange,"39"" Ice Cream Chest Freezer. New. Slight dent. $625.00 @ Middletown, Orange County, New York ",41.44556,-74.42194,36071015100,0.0,healthy,0,36071,1
4930,cheese,"Get on in here for the THROWBACK  a trio of three cheese balls // youll have to tell us which one is your favorite! 

#thehallsinthealley | 9th &amp; Hudson | until 11p @ The Hall's Pizza ",35.47760947,-97.51841708,40109102500,0.5093,unhealthy,0,40109,0
7040,orange,"Tikun Olam = Healing The World
Good medicine now available.  @ Orange County, California ",33.67,-117.78,6059052517,0.4404,healthy,0,6059,1
9738,mango,"Stop and go traffic in #Hillsborough on I-4 EB between Mango Rd and Mcintosh Rd, clearance work, caution at Mcintosh Rd, delay of 10 mins",28.00595,-82.30249,12057012104,-0.5423,healthy,1,12057,1
4949,dessert,The Do-Si-Do Banana Pudding jar is back! Join us for dinner this week and enjoy this Girl Scout cookie dessert. @ South on Main ,34.73610008,-92.27295968,5119004400,0.69,unhealthy,0,5119,0
1767,bread,"Click the link in our bio to see currently open #Hospitality jobs like ""Shift Supervisor"" at Panera Bread in Harrisonburg, VA. #parttime",38.4334638,-78.8496313,51660000205,0.3612,unhealthy,0,51660,0
5852,pizza,Currently craving:  Whats your go-to late night craving ? @ Rosas Pizza ,40.71395,-73.95563,36047051900,0.0,unhealthy,0,36047,0
6729,meat,"$2.99 /lb brats!
ONLY 2 DAYS LEFT! @ Hill's Meat Market ",41.01834576,-85.18009329,18003003800,0.0,healthy,0,18003,1
1361,fruit,Super crisp with great juicy fruit and citrus. Love the dry hopping. The 8.2% abv is hidden well. - Drinking a LolliHop Dry-Hopped Double IPA by @TroegsBeer @ Dave's Brew Symposium   ,41.6498,-81.3674,39085203200,0.936,healthy,0,39085,1
6803,milk,Chocolicious. - Drinking a Chocolate Milk Stout by @Dangerousman7 at @dangerousman7   ,45.001000000000005,-93.2663,27053002400,0.1779,healthy,0,27053,1
7068,orange,"Want to work at Allied Universal? We're hiring in #Orange, CA! Click the link in our bio for details on this job and more: Security Guard Needed All Shifts #security",33.7877944,-117.8531119,6059075902,0.5081,healthy,0,6059,1
7428,pie,Very nice double cut pork chop + chocolate peanut butter pie at @penn6dc  @ Pennsylvania 6 DC ,38.90102,-77.0313199,11001010100,0.1851,unhealthy,0,11001,0
7446,orange,"SpringHill Suites Orange Beach at The Wharf is looking for teammates like you. See our latest #CustomerService job openings, including ""Front Desk Agent"", via the link in our bio. #OrangeBeach, AL",30.2697033,-87.5867598,1003011406,0.3612,healthy,0,1003,1
6629,meat,"Looking to score a job at Meijer? You're in luck. Click the link in our bio for the job description and information on how to apply: Meat/Seafood Team Leader - Prospect Ave, Champaign IL #leadership #Champaign, IL",40.147166,-88.2579866,17019000800,0.6597,healthy,0,17019,1
967,lamb,The Lamb is the Lion  ,40.7207559,-74.00076130000001,36061004700,0.0,healthy,0,36061,1
5112,candy,"ICE CREAM MAN !!!! #littrell #savage #devilish #icecreamman #elote #candy #gummypizza @ Salem, Oregon ",44.9311,-123.029,41047000900,0.0,unhealthy,0,41047,0
4974,chicken,"Yonder is finally open, and the wait was worth it. The iceberg salad topped with fried chicken thigh is a sleeper hit, but you cant go wrong with a basket of hush puppies and a pile of ",45.55725,-122.61999,41051007500,0.5833,healthy,0,41051,1
664,cherry,Cherry Blossoms in the wind @cherryblossfest washingtonianmag washingtonpostmag @ The Mall (Washington DC) ,38.89,-77.02361111,11001006202,0.0,healthy,0,11001,1
1481,apple,The hustle doesnt stop because its the weekend #hustle #freelance #freelancer #code #coder #coding #apple #airpods #airpods2 #macbook #iphonex #iphonexs #developer #iphonexsmax ,33.9913,-118.4589,6037273600,0.2235,healthy,0,6037,1
4377,cherry,"COME FOR THE FIRST WEEKEND OF ICE CREAM Als where we have sort of flavors like Maple, black cherry, mint, and many more great flavors.

I be there this weekend 
Friday: 5 to 10
Saturday: ",44.47621877,-73.19686347,50007003900,0.765,healthy,0,50007,1
1002,cheese,Pizza rolls molten lava of cheese goodness @southstreetdine @ South Street Diner ,42.34978141,-71.05774861,25025070101,0.4588,unhealthy,0,25025,0
6486,mango,"Orange, mango, papaya, grapefruit. Tons of juices going on here! Very well done. - Drinking a Luau Krunkles by @TerrapinBeerCo @ Bruburgers Craft Burgers &amp; Beer - RIvermont   ",37.435,-79.1712,51680000100,0.3989,healthy,0,51680,1
5361,fish,I have switched to cast iron in the last 6 months and it is amazeballs. The sear I get on meat and fish. The constant temperature. The durability and heat levels it handles. I still have ,32.6279,-117.048,6073013301,0.0,healthy,0,6073,1
5513,oil,"Similar to Black Pepper essential oil, Copaiba can help soothe anxious feelings and it can be applied to the skin to promote a clear, smooth complexion. Taken internally, Copaiba essential ",40.378217,-75.48348128,42091207900,0.8126,unhealthy,0,42091,0
